kind,identifier,detail
name_variant_between_exchanges,INE737D01021,MODISON LIMITED | Modison Ltd
name_variant_between_exchanges,INE794W01014,Modern Thread India Ltd | Modern Threads (India) Limited
name_variant_between_exchanges,INE154B01023,Mohite Industries Limited | Mohite Industries Ltd
name_variant_between_exchanges,INE954E01012,Mohit Industries Limited | Mohit Industries Ltd
name_variant_between_exchanges,INE490G01020,MOIL Limited | Moil Ltd
name_variant_between_exchanges,INE0CT101020,Meghmani Organics Limited | Meghmani Organics Ltd
name_variant_between_exchanges,INE869T01028,Molbio Diagnostics Limited | Molbio Diagnostics Ltd
name_variant_between_exchanges,INE835B01035,Mold-Tek Technologies Limited | Mold-Tek Technologies Ltd
name_variant_between_exchanges,INE893J01029,Mold-Tek Packaging Limited | Mold-Tek Packaging Ltd
name_variant_between_exchanges,INE1FCO01014,Rays of Belief Limited | Rays of Belief Ltd
name_variant_between_exchanges,INE903D01011,Monarch Networth Capital Limited | Monarch Networth Capital Ltd
name_variant_between_exchanges,INE296Q01012,Moneyboxx Finance Limited | Moneyboxx Finance Ltd
name_variant_between_exchanges,INE950M01013,Monte Carlo Fashions Limited | Monte Carlo Fashions Ltd
name_variant_between_exchanges,INE083A01026,Morepen Laboratories Limited | Morepen Laboratories Ltd
name_variant_between_exchanges,INE935B01025,Moschip Technologies Limited | Moschip Technologies Ltd
name_variant_between_exchanges,INE775A01035,Samvardhana Motherson International Limited | Samvardhana Motherson International Ltd
name_variant_between_exchanges,INE338I01027,Motilal Oswal Financial Services Limited | Motilal Oswal Financial Services Ltd
name_variant_between_exchanges,INE0FRK01020,Motisons Jewellers Limited | Motisons Jewellers Ltd
name_variant_between_exchanges,INE861B01023,Motor & General Finance Ltd | The Motor & General Finance Limited
name_variant_between_exchanges,INE493H01014,MPDL Limited | MPDL Ltd
name_variant_between_exchanges,INE356A01018,MphasiS Limited | Mphasis Ltd
name_variant_between_exchanges,INE943D01017,MPS Limited | MPS Ltd
name_variant_between_exchanges,INE883A01011,MRF Limited | MRF Ltd
name_variant_between_exchanges,INE103A01014,Mangalore Refinery and Petrochemicals Limited | Mangalore Refinery and Petrochemicals Ltd
name_variant_between_exchanges,INE829S01016,Mangalam Seeds Limited | Mangalam Seeds Ltd
name_variant_between_exchanges,INE752G01015,MSP Steel & Power Limited | MSP Steel & Power Ltd
name_variant_between_exchanges,INE255X01014,MSTC Ltd | Mstc Limited
name_variant_between_exchanges,INE0FS801015,Motherson Sumi Wiring India Limited | Motherson Sumi Wiring India Ltd
name_variant_between_exchanges,INE864I01014,MTAR Technologies Ltd | Mtar Technologies Limited
name_variant_between_exchanges,INE472M01018,MT Educare Limited | MT Educare Ltd
name_variant_between_exchanges,INE153A01019,Mahanagar Telephone Nigam Limited | Mahanagar Telephone Nigam Ltd
name_variant_between_exchanges,INE08KJ01020,Mufin Green Finance Limited | Mufin Green Finance Ltd
name_variant_between_exchanges,INE220Q01020,Credo Brands Marketing Limited | Credo Brands Marketing Ltd
name_variant_between_exchanges,INE304A01026,Mukand Limited | Mukand Ltd
name_variant_between_exchanges,INE596B01017,Mukesh Babu Financial Services Limited | Mukesh Babu Financial Services Ltd
name_variant_between_exchanges,INE0CG401037,Mukka Proteins Limited | Mukka Proteins Ltd
name_variant_between_exchanges,INE374B01019,Mukta Arts Limited | Mukta Arts Ltd
name_variant_between_exchanges,INE672B01032,Munjal Auto Industries Limited | Munjal Auto Industries Ltd
name_variant_between_exchanges,INE577A01027,Munjal Showa Limited | Munjal Showa Ltd
name_variant_between_exchanges,INE692B01014,Murudeshwar Ceramics Limited | Murudeshwar Ceramics Ltd
name_variant_between_exchanges,INE296G01013,Muthoot Capital Services Limited | Muthoot Capital Services Ltd
name_variant_between_exchanges,INE414G01012,Muthoot Finance Limited | Muthoot Finance Ltd
name_variant_between_exchanges,INE046W01019,Muthoot Microfin Limited | Muthoot Microfin Ltd
name_variant_between_exchanges,INE0OWZ01020,MV Electrosystems Limited | MV Electrosystems Ltd
name_variant_between_exchanges,INE0KNT01012,Manoj Vaibhav Gems N Jewellers Limited | Manoj Vaibhav Gems N Jewellers Ltd
name_variant_between_exchanges,INE0JYY01029,Mangalam Worldwide Limited | Mangalam Worldwide Ltd
name_variant_between_exchanges,INE741A01011,Mysore Petro Chemicals Limited | Mysore Petro Chemicals Ltd
name_variant_between_exchanges,INE295D01020,NACL Industries Limited | NACL Industries Ltd
name_variant_between_exchanges,INE245I01016,Nagreeka Capital & Infrastructure Limited | Nagreeka Capital & Infrastructure Ltd
name_variant_between_exchanges,INE123B01028,Nagreeka Exports Limited | Nagreeka Exports Ltd
name_variant_between_exchanges,INE049I01012,Nahar Capital and Financial Services Limited | Nahar Capital and Financial Services Ltd
name_variant_between_exchanges,INE289A01011,Nahar Industrial Enterprises Limited | Nahar Industrial Enterprises Ltd
name_variant_between_exchanges,INE308A01027,Nahar Poly Films Limited | Nahar Polyfilms Ltd
name_variant_between_exchanges,INE290A01027,Nahar Spinning Mills Limited | Nahar Spinning Mills Ltd
name_variant_between_exchanges,INE298J01013,Nippon Life India Asset Management Limited | Nippon Life India Asset Management Ltd
name_variant_between_exchanges,INE117Z01029,Narmada Agrobase Limited | Narmada Agrobase Ltd
name_variant_between_exchanges,INE936B01015,Natural Capsules Limited | Natural Capsules Ltd
name_variant_between_exchanges,INE987B01026,Natco Pharma Limited | Natco Pharma Ltd
name_variant_between_exchanges,INE448G01010,Nath Bio-Genes (India) Limited | Nath Bio-Genes (India) Ltd
name_variant_between_exchanges,INE139A01034,National Aluminium Company Limited | National Aluminium Company Ltd
name_variant_between_exchanges,INE166R01015,National Standard (India) Limited | National Standard (India) Ltd
name_variant_between_exchanges,INE663F01032,Info Edge (India) Limited | Info Edge (India) Ltd
name_variant_between_exchanges,INE725A01030,NAVA LIMITED | Nava Ltd
name_variant_between_exchanges,INE048G01026,Navin Fluorine International Limited | Navin Fluorine International Ltd
name_variant_between_exchanges,INE278M01019,Navkar Corporation Limited | Navkar Corporation Ltd
name_variant_between_exchanges,INE268H01044,Navkar Urbanstructure Limited | Navkar Urbanstructure Ltd
name_variant_between_exchanges,INE060A01024,Navneet Education Limited | Navneet Education Ltd
name_variant_between_exchanges,INE418L01047,Nazara Technologies Limited | Nazara Technologies Ltd
name_variant_between_exchanges,INE095N01031,NBCC (India) Limited | NBCC (India) Ltd
name_variant_between_exchanges,INE868B01028,NCC Limited | NCC Ltd
name_variant_between_exchanges,INE732C01016,NCL Industries Limited | NCL Industries Ltd
name_variant_between_exchanges,INE875G01048,Nandan Denim Limited | Nandan Denim Ltd
name_variant_between_exchanges,INE353A01023,NDL Ventures Limited | NDL Ventures Ltd
name_variant_between_exchanges,INE07OG01012,NDR Auto Components Ltd | Ndr Auto Components Limited
name_variant_between_exchanges,INE155G01029,New Delhi Television Limited | New Delhi Television Ltd
name_variant_between_exchanges,INE605D01012,Neelamalai Agro Industries Limited | Neelamalai Agro Industries Ltd
name_variant_between_exchanges,INE553C01016,North Eastern Carrying Corporation Limited | North Eastern Carrying Corporation Ltd
name_variant_between_exchanges,INE023H01027,Nectar Lifesciences Limited | Nectar Lifesciences Ltd
name_variant_between_exchanges,INE189I01024,Nelcast Limited | Nelcast Ltd
name_variant_between_exchanges,INE045B01015,NELCO Limited | Nelco Ltd
name_variant_between_exchanges,INE136S01016,Neogen Chemicals Limited | Neogen Chemicals Ltd
name_variant_between_exchanges,INE428V01029,Nephrocare Health Services Limited | Nephrocare Health Services Ltd
name_variant_between_exchanges,INE317F01035,NESCO Ltd | Nesco Limited
name_variant_between_exchanges,INE239A01024,Nestle India Limited | Nestle India Ltd
name_variant_between_exchanges,INE0NT901020,Netweb Technologies India Limited | Netweb Technologies India Ltd
name_variant_between_exchanges,INE870H01013,Network 18 Media & Investments Ltd | Network18 Media & Investments Limited
name_variant_between_exchanges,INE333I01044,Neueon Corporation Limited | Neueon Corporation Ltd
name_variant_between_exchanges,INE794A01010,Neuland Laboratories Limited | Neuland Laboratories Ltd
name_variant_between_exchanges,INE619B01017,Newgen Software Technologies Limited | Newgen Software Technologies Ltd
name_variant_between_exchanges,INE747B01016,Next Mediaworks Limited | Next Mediaworks Ltd
name_variant_between_exchanges,INE870D01012,National Fertilizers Limited | National Fertilizers Ltd
name_variant_between_exchanges,INE236Y01012,Nakoda Group of Industries Limited | Nakoda Group of Industries Ltd
name_variant_between_exchanges,INE887E01022,NGL Fine Chem Ltd | NGL Fine-Chem Limited
name_variant_between_exchanges,INE410P01011,Narayana Hrudayalaya Ltd | Narayana Hrudayalaya Ltd.
name_variant_between_exchanges,INE848E01016,NHPC Limited | NHPC Ltd
name_variant_between_exchanges,INE470Y01017,The New India Assurance Company Limited | The New India Assurance Company Ltd
name_variant_between_exchanges,INE149O01018,NIBE Limited | NIBE Ltd
name_variant_between_exchanges,INE047O01014,NRB Industrial Bearings Limited | NRB Industrial Bearings Ltd
name_variant_between_exchanges,INE653C01022,Nicco Parks & Resorts Limited | Nicco Parks & Resorts Ltd
name_variant_between_exchanges,INE161A01038,NIIT Limited | NIIT Ltd
name_variant_between_exchanges,INE342G01023,NIIT Learning Systems Limited | NIIT Learning Systems Ltd
name_variant_between_exchanges,INE937C01029,Nila Infrastructures Limited | Nila Infrastructures Ltd
name_variant_between_exchanges,INE00S901012,Nila Spaces Limited | Nila Spaces Ltd
name_variant_between_exchanges,INE445D01013,Nile Limited | Nile Ltd
name_variant_between_exchanges,INE310A01015,Nilkamal Limited | Nilkamal Ltd
name_variant_between_exchanges,INE875B01015,Nimbus Projects Limited | Nimbus Projects Ltd
name_variant_between_exchanges,INE395U01014,NINtec Systems Limited | NINtec Systems Ltd
name_variant_between_exchanges,INE567A01028,Indo National Ltd | Indo-National Limited
name_variant_between_exchanges,INE368I01016,Niraj Cement Structurals Limited | Niraj Cement Structurals Ltd
name_variant_between_exchanges,INE910A01012,Nirlon Limited | Nirlon Ltd
name_variant_between_exchanges,INE858F01012,Nitco Limited | Nitco Ltd
name_variant_between_exchanges,INE229H01012,Nitin Spinners Limited | Nitin Spinners Ltd
name_variant_between_exchanges,INE265B01019,Nitta Gelatin India Limited | Nitta Gelatin India Ltd
name_variant_between_exchanges,INE995S01015,Niva Bupa Health Insurance Company Limited | Niva Bupa Health Insurance Company Ltd
name_variant_between_exchanges,INE542C01019,NK Industries Limited | NK Industries Ltd
name_variant_between_exchanges,INE589A01014,NLC India Limited | NLC India Ltd
name_variant_between_exchanges,INE584A01023,NMDC Limited | NMDC Ltd
name_variant_between_exchanges,INE163A01018,NOCIL Limited | NOCIL Ltd
name_variant_between_exchanges,INE781B01015,Noida Toll Bridge Company Limited | Noida Toll Bridge Company Ltd
name_variant_between_exchanges,INE369C01017,Norben Tea & Exports Limited | Norben Tea & Exports Ltd
name_variant_between_exchanges,INE850M01015,Northern Arc Capital Limited | Northern Arc Capital Ltd
name_variant_between_exchanges,INE02H701025,Nova Agritech Limited | Nova Agritech Ltd
name_variant_between_exchanges,INE234A01025,Novartis India Limited | Novartis India Ltd
name_variant_between_exchanges,INE0FFK01017,Network People Services Technologies Limited | Network People Services Technologies Ltd
name_variant_between_exchanges,INE740D01017,N R Agarwal Industries Limited | NR Agarwal Industries Ltd
name_variant_between_exchanges,INE349A01021,NRB Bearing Limited | NRB Bearings Ltd
name_variant_between_exchanges,INE023A01030,Nalwa Sons Investments Limited | Nalwa Sons Investments Ltd
name_variant_between_exchanges,INE0NNS01018,NMDC Steel Limited | NMDC Steel Ltd
name_variant_between_exchanges,INE920C01017,NTC Industries Limited | NTC Industries Ltd
name_variant_between_exchanges,INE733E01010,NTPC Limited | NTPC Ltd
name_variant_between_exchanges,INE0ONG01011,NTPC Green Energy Limited | NTPC Green Energy Ltd
name_variant_between_exchanges,INE096B01018,Nucleus Software Exports Limited | Nucleus Software Exports Ltd
name_variant_between_exchanges,INE0DSF01015,Nureca Limited | Nureca Ltd
name_variant_between_exchanges,INE531F01023,Nuvama Wealth Management Limited | Nuvama Wealth Management Ltd
name_variant_between_exchanges,INE118D01016,Nuvoco Vistas Corporation Limited | Nuvoco Vistas Corporation Ltd
name_variant_between_exchanges,INE388Y01029,FSN E-Commerce Ventures Limited | FSN E-Commerce Ventures Ltd
name_variant_between_exchanges,INE959C01023,Oriental Aromatics Limited | Oriental Aromatics Ltd
name_variant_between_exchanges,INE426Z01016,OBCL Limited | OBCL Ltd
name_variant_between_exchanges,INE093I01010,Oberoi Realty Limited | Oberoi Realty Ltd
name_variant_between_exchanges,INE0PK601023,OCCL Limited | OCCL Ltd
name_variant_between_exchanges,INE054301028,Odigma Consultancy Solutions Limited | Odigma Consultancy Solutions Ltd
name_variant_between_exchanges,INE839E01023,Odyssey Corporation Limited | Odyssey Corporation Ltd
name_variant_between_exchanges,INE881D01027,Oracle Financial Services Software Limited | Oracle Financial Services Software Ltd
name_variant_between_exchanges,INE274J01014,Oil India Limited | Oil India Ltd
name_variant_between_exchanges,INE591A01010,Oil Country Tubular Limited | Oil Country Tubular Ltd
name_variant_between_exchanges,INE0LXG01040,Ola Electric Mobility Limited | Ola Electric Mobility Ltd
name_variant_between_exchanges,INE260D01016,Olectra Greentech Limited | Olectra Greentech Ltd
name_variant_between_exchanges,INE090B01011,Omax Autos Limited | Omax Autos Ltd
name_variant_between_exchanges,INE800H01010,Omaxe Limited | Omaxe Ltd
name_variant_between_exchanges,INE1BZC01019,Om Freight Forwarders Limited | Om Freight Forwarders Ltd
name_variant_between_exchanges,INE239D01028,OM INFRA LIMITED | OM Infra Ltd
name_variant_between_exchanges,INE0UH301010,Omnitech Engineering Limited | Omnitech Engineering Ltd
name_variant_between_exchanges,INE25E901019,Om Power Transmission Limited | Om Power Transmission Ltd
name_variant_between_exchanges,INE670O01013,One Global Service Provider Limited | One Global Service Provider Ltd
name_variant_between_exchanges,INE912L01015,Onelife Capital Advisors Limited | Onelife Capital Advisors Ltd
name_variant_between_exchanges,INE840Y01029,One Point One Solutions Limited | One Point One Solutions Ltd
name_variant_between_exchanges,INE013P01021,Onesource Specialty Pharma Limited | Onesource Specialty Pharma Ltd
name_variant_between_exchanges,INE213A01029,Oil & Natural Gas Corporation Limited | Oil and Natural Gas Corporation Ltd
name_variant_between_exchanges,INE831A01028,Onida Electronics Limited | Onida Electronics Ltd
name_variant_between_exchanges,INE173M01012,Onix Solar Energy Limited | Onix Solar Energy Ltd
name_variant_between_exchanges,INE809I01019,OnMobile Global Limited | OnMobile Global Ltd
name_variant_between_exchanges,INE229A01017,Onward Technologies Limited | Onward Technologies Ltd
name_variant_between_exchanges,INE350C01017,Optiemus Infracom Limited | Optiemus Infracom Ltd
name_variant_between_exchanges,INE031G01022,Optimus Finance Limited | Optimus Finance Ltd
name_variant_between_exchanges,INE231G01010,Orbit Exports Limited | Orbit Exports Ltd
name_variant_between_exchanges,INE215B01022,Orchasp Limited | Orchasp Ltd
name_variant_between_exchanges,INE191A01027,Orchid Pharma Limited | Orchid Pharma Ltd
name_variant_between_exchanges,INE730A01022,Oricon Enterprises Limited | Oricon Enterprises Ltd
name_variant_between_exchanges,INE998H01012,Oriental Trimex Limited | Oriental Trimex Ltd
name_variant_between_exchanges,INE607D01018,Orient Bell Limited | Orient Bell Ltd
name_variant_between_exchanges,INE876N01018,Orient Cement Limited | Orient Cement Ltd
name_variant_between_exchanges,INE569C01020,ORIENT CERATECH LIMITED | Orient Ceratech Ltd
name_variant_between_exchanges,INE142Z01019,Orient Electric Limited | Orient Electric Ltd
name_variant_between_exchanges,INE750A01020,Oriental Hotels Limited | Oriental Hotels Ltd
name_variant_between_exchanges,INE609C01024,Orient Press Limited | Orient Press Ltd
name_variant_between_exchanges,INE592A01026,Orient Paper & Industries Limited | Orient Paper & Industries Ltd
name_variant_between_exchanges,INE0PPK01015,Orient Technologies Limited | Orient Technologies Ltd
name_variant_between_exchanges,INE457G01029,Oriental Rail Infrastructure Limited | Oriental Rail Infrastructure Ltd
name_variant_between_exchanges,INE725E01024,Orissa Minerals Development Company Ltd | The Orissa Minerals Development Company Limited
name_variant_between_exchanges,INE16NZ01023,Orkla India Limited | Orkla India Ltd
name_variant_between_exchanges,INE749B01020,ORTIN GLOBAL LIMITED | Ortin Global Ltd
name_variant_between_exchanges,INE142A01012,Oswal Agro Mills Limited | Oswal Agro Mills Ltd
name_variant_between_exchanges,INE143A01010,Oswal Greentech Limited | Oswal Greentech Ltd
name_variant_between_exchanges,INE0BYP01024,Oswal Pumps Limited | Oswal Pumps Ltd
name_variant_between_exchanges,INE0S3G01027,Pace Digitek Limited | Pace Digitek Ltd
name_variant_between_exchanges,INE883C01025,Pacific Industries Limited | Pacific Industries Ltd
name_variant_between_exchanges,INE761H01022,Page Industries Limited | Page Industries Ltd
name_variant_between_exchanges,INE420C01059,Paisalo Digital Limited | Paisalo Digital Ltd
name_variant_between_exchanges,INE551D01018,PAKKA LIMITED | Pakka Ltd
name_variant_between_exchanges,INE471W01019,Palash Securities Limited | Palash Securities Ltd
name_variant_between_exchanges,INE218G01033,Palred Technologies Limited | Palred Technologies Ltd
name_variant_between_exchanges,INE922B01023,Panacea Biotec Limited | Panacea Biotec Ltd
name_variant_between_exchanges,INE305C01029,Panama Petrochem Limited | Panama Petrochem Ltd
name_variant_between_exchanges,INE798F01010,Panchmahal Steel Limited | Panchmahal Steel Ltd
name_variant_between_exchanges,INE258R01028,Panorama Studios International Limited | Panorama Studios International Ltd
name_variant_between_exchanges,INE074B01023,Paramount Communications Limited | Paramount Communications Ltd
name_variant_between_exchanges,INE088F01024,Paradeep Phosphates Limited | Paradeep Phosphates Ltd
name_variant_between_exchanges,INE883N01014,Parag Milk Foods Limited | Parag Milk Foods Ltd
name_variant_between_exchanges,INE045601023,Paras Defence and Space Technologies Limited | Paras Defence and Space Technologies Ltd
name_variant_between_exchanges,INE162C01024,Paras Petrofils Limited | Paras Petrofils Ltd
name_variant_between_exchanges,INE119201023,Park Medi World Limited | Park Medi World Ltd
name_variant_between_exchanges,INE988S01028,Apeejay Surrendra Park Hotels Limited | Apeejay Surrendra Park Hotels Ltd
name_variant_between_exchanges,INE383L01019,Parnax Lab Limited | Parnax Lab Ltd
name_variant_between_exchanges,INE561H01026,Parsvnath Developers Limited | Parsvnath Developers Ltd
name_variant_between_exchanges,INE124Y01028,Pashupati Cotspin Limited | Pashupati Cotspin Ltd
name_variant_between_exchanges,INE818B01023,Pasupati Acrylon Limited | Pasupati Acrylon Ltd
name_variant_between_exchanges,INE619A01035,Patanjali Foods Limited | Patanjali Foods Ltd
name_variant_between_exchanges,INE244B01030,Patel Engineering Limited | Patel Engineering Ltd
name_variant_between_exchanges,INE0R8B01010,Patel Retail Limited | Patel Retail Ltd
name_variant_between_exchanges,INE529D01014,Patel Integrated Logistics Limited | Patel Integrated Logistics Ltd
name_variant_between_exchanges,INE111F01024,Paushak Limited | Paushak Ltd
name_variant_between_exchanges,INE07S101038,Pavna Industries Limited | Pavna Industries Ltd
name_variant_between_exchanges,INE982J01020,One 97 Communications Limited | One 97 Communications Ltd
name_variant_between_exchanges,INE501F01018,PBM Polytex Limited | PBM Polytex Ltd
name_variant_between_exchanges,INE602A01031,PCBL Chemical Limited | PCBL Chemical Ltd
name_variant_between_exchanges,INE785M01021,PC Jeweller Limited | PC Jeweller Ltd
name_variant_between_exchanges,INE865T01018,Pudumjee Paper Products Limited | Pudumjee Paper Products Ltd
name_variant_between_exchanges,INE111Q01021,PDS Limited | PDS Ltd
name_variant_between_exchanges,INE844A01013,PEARL Polymers Ltd | Pearl Polymers Limited
name_variant_between_exchanges,INE932A01024,Pennar Industries Limited | Pennar Industries Ltd
name_variant_between_exchanges,INE138A01028,Peninsula Land Limited | Peninsula Land Ltd
name_variant_between_exchanges,INE418E01018,Permanent Magnets Limited | Permanent Magnets Ltd
name_variant_between_exchanges,INE0I1B01016,Purple Style Labs Limited | Purple Style Labs Ltd
name_variant_between_exchanges,INE262H01021,Persistent Systems Limited | Persistent Systems Ltd
name_variant_between_exchanges,INE347G01014,Petronet LNG Limited | Petronet LNG Ltd
name_variant_between_exchanges,INE134E01011,Power Finance Corporation Limited | Power Finance Corporation Ltd
name_variant_between_exchanges,INE182A01018,Pfizer Limited | Pfizer Ltd
name_variant_between_exchanges,INE367G01038,Prime Focus Limited | Prime Focus Ltd
name_variant_between_exchanges,INE560K01014,PTC India Financial Services Limited | PTC India Financial Services Ltd
name_variant_between_exchanges,INE457L01029,PG Electroplast Limited | PG Electroplast Ltd
name_variant_between_exchanges,INE179A01014,Procter & Gamble Hygiene and Health Care Limited | Procter & Gamble Hygiene and Health Care Ltd
name_variant_between_exchanges,INE199A01012,Procter & Gamble Health Limited | Procter & Gamble Health Ltd
name_variant_between_exchanges,INE940H01022,Pearl Global Industries Limited | Pearl Global Industries Ltd
name_variant_between_exchanges,INE211B01039,The Phoenix Mills Limited | The Phoenix Mills Ltd
name_variant_between_exchanges,INE245B01011,Phoenix International Limited | Phoenix International Ltd
name_variant_between_exchanges,INE546C01010,Piccadily Agro Industries Limited | Piccadily Agro Industries Ltd
name_variant_between_exchanges,INE318A01026,Pidilite Industries Limited | Pidilite Industries Ltd
name_variant_between_exchanges,INE557Z01018,Power & Instrumentation (Gujarat) Limited | Power and Instrumentation (Gujarat) Ltd
name_variant_between_exchanges,INE603J01030,PI Industries Limited | PI Industries Ltd
name_variant_between_exchanges,INE417C01014,Pilani Investment and Industries Corporation Limited | Pilani Investment and Industries Corporation Ltd
name_variant_between_exchanges,INE600A01035,PIL ITALICA LIFESTYLE LIMITED | Pil Italica Lifestyle Ltd
name_variant_between_exchanges,INE15B701018,Pine Labs Limited | Pine Labs Ltd
name_variant_between_exchanges,INE156C01018,Pioneer Embroideries Limited | Pioneer Embroideries Ltd
name_variant_between_exchanges,INE746D01014,Pioneer Investcorp Limited | Pioneer Investcorp Ltd
name_variant_between_exchanges,INE202B01038,Piramal Finance Limited | Piramal Finance Ltd
name_variant_between_exchanges,INE450D01021,Pitti Engineering Limited | Pitti Engineering Ltd
name_variant_between_exchanges,INE751B01018,Pix Transmissions Limited | Pix Transmissions Ltd
name_variant_between_exchanges,INE083C01022,Plastiblends India Limited | Plastiblends India Ltd
name_variant_between_exchanges,INE0PT501018,Platinum Industries Limited | Platinum Industries Ltd
name_variant_between_exchanges,INE0INJ01017,Plaza Wires Limited | Plaza Wires Ltd
name_variant_between_exchanges,INE291E01019,Paul Merchants Limited | Paul Merchants Ltd
name_variant_between_exchanges,INE859A01011,PNB Gilts Limited | PNB Gilts Ltd
name_variant_between_exchanges,INE572E01012,PNB Housing Finance Limited | PNB Housing Finance Ltd
name_variant_between_exchanges,INE392B01011,Pritish Nandy Communications Limited | Pritish Nandy Communications Ltd
name_variant_between_exchanges,INE195J01029,PNC Infratech Limited | PNC Infratech Ltd
name_variant_between_exchanges,INE953R01016,P N Gadgil Jewellers Limited | P N Gadgil Jewellers Ltd
name_variant_between_exchanges,INE1RDG01013,PNGS Reva Diamond Jewellery Limited | PNGS Reva Diamond Jewellery Ltd
name_variant_between_exchanges,INE063E01061,Pondy Oxides & Chemicals Limited | Pondy Oxides & Chemicals Ltd
name_variant_between_exchanges,INE371C01013,Poddar Pigments Limited | Poddar Pigments Ltd
name_variant_between_exchanges,INE035S01028,POCL Enterprises Limited | POCL Enterprises Ltd
name_variant_between_exchanges,INE637C01025,Pokarna Limited | Pokarna Ltd
name_variant_between_exchanges,INE417T01026,PB Fintech Limited | PB Fintech Ltd
name_variant_between_exchanges,INE455K01017,Polycab India Limited | Polycab India Ltd
name_variant_between_exchanges,INE205C01021,Poly Medicure Limited | Poly Medicure Ltd
name_variant_between_exchanges,INE633B01018,Polyplex Corporation Limited | Polyplex Corporation Ltd
name_variant_between_exchanges,INE914G01029,Polyspin Exports Limited | Polyspin Exports Ltd
name_variant_between_exchanges,INE838E01017,Ponni Sugars (Erode) Limited | Ponni Sugars (Erode) Ltd
name_variant_between_exchanges,INE511C01022,Poonawalla Fincorp Limited | Poonawalla Fincorp Ltd
name_variant_between_exchanges,INE752E01010,Power Grid Corporation of India Limited | Power Grid Corporation of India Ltd
name_variant_between_exchanges,INE921L01032,Powerica Limited | Powerica Ltd
name_variant_between_exchanges,INE07Y701011,Hitachi Energy India Limited | Hitachi Energy India Ltd
name_variant_between_exchanges,INE211R01019,Power Mech Projects Limited | Power Mech Projects Ltd
name_variant_between_exchanges,INE095I01015,PPAP Automotive Limited | PPAP Automotive Ltd
name_variant_between_exchanges,INE050001010,Prakash Pipes Limited | Prakash Pipes Ltd
name_variant_between_exchanges,INE0DK501011,Piramal Pharma Limited | Piramal Pharma Ltd
name_variant_between_exchanges,INE0I0M01023,Prabha Energy Limited | Prabha Energy Ltd
name_variant_between_exchanges,INE770A01010,Pradeep Metals Limited | Pradeep Metals Ltd
name_variant_between_exchanges,INE505C01016,Prajay Engineers Syndicate Limited | Prajay Engineers Syndicate Ltd
name_variant_between_exchanges,INE074A01025,Praj Industries Limited | Praj Industries Ltd
name_variant_between_exchanges,INE603A01013,Prakash Industries Limited | Prakash Industries Ltd
name_variant_between_exchanges,INE696K01024,Prakash Steelage Limited | Prakash Steelage Ltd
name_variant_between_exchanges,INE722B01019,Praveg Limited | Praveg Ltd
name_variant_between_exchanges,INE546Y01022,Praxis Home Retail Limited | Praxis Home Retail Ltd
name_variant_between_exchanges,INE484I01029,Precision Camshafts Limited | Precision Camshafts Ltd
name_variant_between_exchanges,INE372C01037,Precision Wires India Limited | Precision Wires India Ltd
name_variant_between_exchanges,INE001E01012,Premco Global Limited | Premco Global Ltd
name_variant_between_exchanges,INE863B01029,Premier Explosives Limited | Premier Explosives Ltd
name_variant_between_exchanges,INE342A01018,Premier Limited | Premier Ltd
name_variant_between_exchanges,INE0BS701011,Premier Energies Limited | Premier Energies Ltd
name_variant_between_exchanges,INE309M01020,Premier Polyfilm Limited | Premier Polyfilm Ltd
name_variant_between_exchanges,INE811K01011,Prestige Estates Projects Limited | Prestige Estates Projects Ltd
name_variant_between_exchanges,INE726V01018,Pricol Limited | Pricol Ltd
name_variant_between_exchanges,INE032B01021,Prime Securities Limited | Prime Securities Ltd
name_variant_between_exchanges,INE607A01022,Primo Chemicals Limited | Primo Chemicals Ltd
name_variant_between_exchanges,INE689W01016,Prince Pipes And Fittings Limited | Prince Pipes and Fittings Ltd
name_variant_between_exchanges,INE15EH01014,Priority Jewels Limited | Priority Jewels Ltd
name_variant_between_exchanges,INE286N01028,Prismx Global Ventures Limited | Prismx Global Ventures Ltd
name_variant_between_exchanges,INE583R01029,Pritika Auto Industries Limited | Pritika Auto Industries Ltd
name_variant_between_exchanges,INE959A01019,Privi Speciality Chemicals Limited | Privi Speciality Chemicals Ltd
name_variant_between_exchanges,INE0BX301013,Prostarm Info Systems Limited | Prostarm Info Systems Ltd
name_variant_between_exchanges,INE004A01022,Protean eGov Technologies Limited | Protean eGov Technologies Ltd
name_variant_between_exchanges,INE195N01013,Prozone Realty Limited | Prozone Realty Ltd
name_variant_between_exchanges,INE010A01011,Prism Johnson Limited | Prism Johnson Ltd
name_variant_between_exchanges,INE00F201020,Prudent Corporate Advisory Services Limited | Prudent Corporate Advisory Services Ltd
name_variant_between_exchanges,INE024D01016,Prudential Sugar Corporation Limited | Prudential Sugar Corporation Ltd
name_variant_between_exchanges,INE488V01015,PSP Projects Limited | PSP Projects Ltd
name_variant_between_exchanges,INE877F01012,PTC India Limited | PTC India Ltd
name_variant_between_exchanges,INE596F01018,PTC Industries Limited | PTC Industries Ltd
name_variant_between_exchanges,INE034D01049,PTL Enterprises Limited | PTL Enterprises Ltd
name_variant_between_exchanges,INE277B01014,Punjab Chemicals & Crop Protection Limited | Punjab Chemicals & Crop Protection Ltd
name_variant_between_exchanges,INE323I01011,Puravankara Limited | Puravankara Ltd
