kind,identifier,detail
differing_names_same_isin,INE0QJW01029,Lohia Corp Limited | Lohia Corp Ltd
differing_names_same_isin,INE00GO01025,LEAP India Limited | LEAP India Ltd
differing_names_same_isin,INE791B01014,Lee & Nee Softwares Exports Limited | Lee & Nee Softwares Exports Ltd
differing_names_same_isin,INE970X01018,Lemon Tree Hotels Limited | Lemon Tree Hotels Ltd
differing_names_same_isin,INE956O01016,Lenskart Solutions Limited | Lenskart Solutions Ltd
differing_names_same_isin,INE337A01034,LG Balakrishnan & Bros Limited | LG Balakrishnan & Bros Ltd
differing_names_same_isin,INE324D01010,LG Electronics India Limited | LG Electronics India Ltd
differing_names_same_isin,INE557B01019,Liberty Shoes Limited | Liberty Shoes Ltd
differing_names_same_isin,INE115A01026,LIC Housing Finance Limited | LIC Housing Finance Ltd
differing_names_same_isin,INE060901027,Likhitha Infrastructure Limited | Likhitha Infrastructure Ltd
differing_names_same_isin,INE802B01027,Linc Limited | Linc Ltd
differing_names_same_isin,INE405C01035,Lincoln Pharmaceuticals Limited | Lincoln Pharmaceuticals Ltd
differing_names_same_isin,INE473A01011,Linde India Limited | Linde India Ltd
differing_names_same_isin,INE341H01023,LKP Securities Limited | LKP Securities Ltd
differing_names_same_isin,INE093R01011,LLOYDS ENGINEERING WORKS LIMITED | Lloyds Engineering Works Ltd
differing_names_same_isin,INE080I01025,Lloyds Enterprises Limited | Lloyds Enterprises Ltd
differing_names_same_isin,INE281B01032,Lloyds Metals And Energy Limited | Lloyds Metals and Energy Ltd
differing_names_same_isin,INE269B01029,LMW Limited | LMW Ltd
differing_names_same_isin,INE670K01029,Lodha Developers Limited | Lodha Developers Ltd
differing_names_same_isin,INE397H01017,Lokesh Machines Limited | Lokesh Machines Ltd
differing_names_same_isin,INE846D01012,Lords Chloro Alkali Limited | Lords Chloro Alkali Ltd
differing_names_same_isin,INE026D01011,Lotus Chocolate Company Limited | Lotus Chocolate Company Ltd
differing_names_same_isin,INE0V9Q01010,Sri Lotus Developers and Realty Limited | Sri Lotus Developers and Realty Ltd
differing_names_same_isin,INE947I01017,Lotus Eye Hospital And Institute Ltd | Lotus Eye Hospital and Institute Limited
differing_names_same_isin,INE597L01014,Lovable Lingerie Limited | Lovable Lingerie Ltd
differing_names_same_isin,INE970D01010,Loyal Textile Mills Limited | Loyal Textile Mills Ltd
differing_names_same_isin,INE197J01017,Landmark Property Development Company Limited | Landmark Property Development Company Ltd
differing_names_same_isin,INE018A01030,Larsen & Toubro Limited | Larsen & Toubro Ltd
differing_names_same_isin,INE498L01015,L&T Finance Limited | L&T Finance Ltd
differing_names_same_isin,INE818H01020,LT Foods Limited | LT Foods Ltd
differing_names_same_isin,INE214T01019,LTM Limited | LTM Ltd
differing_names_same_isin,INE010V01017,L&T Technology Services Limited | L&T Technology Services Ltd
differing_names_same_isin,INE162B01018,Lumax Industries Limited | Lumax Industries Ltd
differing_names_same_isin,INE872H01027,Lumax Auto Technologies Limited | Lumax Auto Technologies Ltd
differing_names_same_isin,INE185Q01025,Lumino Industries Limited | Lumino Industries Ltd
differing_names_same_isin,INE326A01037,Lupin Limited | Lupin Ltd
differing_names_same_isin,INE150G01020,Lux Industries Limited | Lux Industries Ltd
differing_names_same_isin,INE576O01020,Laxmi Organic Industries Limited | Laxmi Organic Industries Ltd
differing_names_same_isin,INE933A01014,Lyka Labs Limited | Lyka Labs Ltd
differing_names_same_isin,INE101A01026,Mahindra & Mahindra Limited | Mahindra & Mahindra Ltd
differing_names_same_isin,INE774D01024,Mahindra & Mahindra Financial Services Limited | Mahindra & Mahindra Financial Services Ltd
differing_names_same_isin,INE215I01027,Maan Aluminium Limited | Maan Aluminium Ltd
differing_names_same_isin,INE925C01016,Madhav Marbles & Granites Ltd | Madhav Marbles and Granites Limited
differing_names_same_isin,INE631R01026,Madhav Infra Projects Limited | Madhav Infra Projects Ltd
differing_names_same_isin,INE378D01032,Madhucon Projects Limited | Madhucon Projects Ltd
differing_names_same_isin,INE414A01015,Madras Fertilizers Limited | Madras Fertilizers Ltd
differing_names_same_isin,INE270B01035,Mafatlal Industries Limited | Mafatlal Industries Ltd
differing_names_same_isin,INE347W01011,Magadh Sugar & Energy Limited | Magadh Sugar & Energy Ltd
differing_names_same_isin,INE387I01016,Magnum Ventures Limited | Magnum Ventures Ltd
differing_names_same_isin,INE843B01013,Maha Rashtra Apex Corporation Limited | Maha Rashtra Apex Corporation Ltd
differing_names_same_isin,INE451L01014,Mahamaya Steel Industries Limited | Mahamaya Steel Industries Ltd
differing_names_same_isin,INE215D01010,Mahindra EPC Irrigation Limited | Mahindra EPC Irrigation Ltd
differing_names_same_isin,INE813A01018,Mahindra Lifespace Developers Limited | Mahindra Lifespace Developers Ltd
differing_names_same_isin,INE766P01016,Mahindra Logistics Limited | Mahindra Logistics Ltd
differing_names_same_isin,INE288A01013,Maharashtra Scooters Limited | Maharashtra Scooters Ltd
differing_names_same_isin,INE271B01025,Maharashtra Seamless Limited | Maharashtra Seamless Ltd
differing_names_same_isin,INE683C01011,Maithan Alloys Limited | Maithan Alloys Ltd
differing_names_same_isin,INE201B01022,Majestic Auto Limited | Majestic Auto Ltd
differing_names_same_isin,INE987A01010,Makers Laboratories Limited | Makers Laboratories Ltd
differing_names_same_isin,INE389C01015,Mallcom (India) Limited | Mallcom (India) Ltd
differing_names_same_isin,INE383H01017,Malu Paper Mills Limited | Malu Paper Mills Ltd
differing_names_same_isin,INE0TO701015,Mamata Machinery Limited | Mamata Machinery Ltd
differing_names_same_isin,INE859Q01017,Manaksia Aluminium Company Limited | Manaksia Aluminium Company Ltd
differing_names_same_isin,INE830Q01018,Manaksia Coated Metals & Industries Limited | Manaksia Coated Metals & Industries Ltd
differing_names_same_isin,INE015D01022,Manaksia Limited | Manaksia Ltd
differing_names_same_isin,INE824Q01011,Manaksia Steels Limited | Manaksia Steels Ltd
differing_names_same_isin,INE201A01024,Manali Petrochemicals Limited | Manali Petrochemicals Ltd
differing_names_same_isin,INE522D01027,Manappuram Finance Limited | Manappuram Finance Ltd
differing_names_same_isin,INE939X01013,Manba Finance Limited | Manba Finance Ltd
differing_names_same_isin,INE545L01039,Mangal Credit and Fincorp Limited | Mangal Credit and Fincorp Ltd
differing_names_same_isin,INE584F01014,Mangalam Drugs & Organics Ltd | Mangalam Drugs And Organics Limited
differing_names_same_isin,INE347A01017,Mangalam Cement Limited | Mangalam Cement Ltd
differing_names_same_isin,INE993A01026,Man Industries (India) Limited | Man Industries (India) Ltd
differing_names_same_isin,INE949H01023,Man Infraconstruction Limited | Man Infraconstruction Ltd
differing_names_same_isin,INE459N01021,Manipal Health Enterprises Limited | Manipal Health Enterprises Ltd
differing_names_same_isin,INE634S01028,Mankind Pharma Limited | Mankind Pharma Ltd
differing_names_same_isin,INE784W01015,Manomay Tex India Limited | Manomay Tex India Ltd
differing_names_same_isin,INE00VM01036,Manorama Industries Limited | Manorama Industries Ltd
differing_names_same_isin,INE370D01013,Mangalam Organics Limited | Mangalam Organics Ltd
differing_names_same_isin,INE867A01022,Manugraph India Limited | Manugraph India Ltd
differing_names_same_isin,INE825V01034,Vedant Fashions Limited | Vedant Fashions Ltd
differing_names_same_isin,INE0BV301023,C.E. Info Systems Limited | C.E. Info Systems Ltd
differing_names_same_isin,INE882A01013,Maral Overseas Limited | Maral Overseas Ltd
differing_names_same_isin,INE182D01020,Marathon Nextgen Realty Limited | Marathon Nextgen Realty Ltd
differing_names_same_isin,INE196A01026,Marico Limited | Marico Ltd
differing_names_same_isin,INE0FW001016,Markolines Pavement Technologies Limited | Markolines Pavement Technologies Ltd
differing_names_same_isin,INE750C01026,Marksans Pharma Limited | Marksans Pharma Ltd
differing_names_same_isin,INE415B01044,Marsons Limited | Marsons Ltd
differing_names_same_isin,INE585B01010,Maruti Suzuki India Limited | Maruti Suzuki India Ltd
differing_names_same_isin,INE348L01012,MAS Financial Services Limited | MAS Financial Services Ltd
differing_names_same_isin,INE759A01021,Mastek Limited | Mastek Ltd
differing_names_same_isin,INE677D01037,Master Trust Limited | Master Trust Ltd
differing_names_same_isin,INE866R01028,Matrimony.Com Limited | Matrimony.com Ltd
differing_names_same_isin,INE636A01039,Mawana Sugars Limited | Mawana Sugars Ltd
differing_names_same_isin,INE03EI01018,Max Estates Limited | Max Estates Ltd
differing_names_same_isin,INE027H01010,Max Healthcare Institute Limited | Max Healthcare Institute Ltd
differing_names_same_isin,INE0CG601016,Max India Limited | Max India Ltd
differing_names_same_isin,INE885E01042,Mazda Limited | Mazda Ltd
differing_names_same_isin,INE249Z01020,Mazagon Dock Shipbuilders Limited | Mazagon Dock Shipbuilders Ltd
differing_names_same_isin,INE748A01024,McNally Bharat Engineering Company Ltd | Mcnally Bharat Engineering Company Limited
differing_names_same_isin,INE08N601015,M & B Engineering Limited | M & B Engineering Ltd
differing_names_same_isin,INE912H01013,MBL Infrastructure Limited | MBL Infrastructure Ltd
differing_names_same_isin,INE435D01014,Mac Charles India Limited | Mac Charles India Ltd
differing_names_same_isin,INE942G01012,Mcleod Russel India Limited | Mcleod Russel India Ltd
differing_names_same_isin,INE613C01026,Magellanic Cloud Limited | Magellanic Cloud Ltd
differing_names_same_isin,INE745G01043,Multi Commodity Exchange of India Limited | Multi Commodity Exchange of India Ltd
differing_names_same_isin,INE474Q01031,Global Health Limited | Global Health Ltd
differing_names_same_isin,INE456Z01021,Medi Assist Healthcare Services Limited | Medi Assist Healthcare Services Ltd
differing_names_same_isin,INE646B01010,Medicamen Biotech Limited | Medicamen Biotech Ltd
differing_names_same_isin,INE442D01010,Medi Caps Limited | Medi Caps Ltd
differing_names_same_isin,INE630Y01024,Medico Remedies Limited | Medico Remedies Ltd
differing_names_same_isin,INE804L01022,Medplus Health Services Limited | Medplus Health Services Ltd
differing_names_same_isin,INE0VDM01015,Meesho Limited | Meesho Ltd
differing_names_same_isin,INE00EM01016,Megastar Foods Limited | Megastar Foods Ltd
differing_names_same_isin,INE0PKD01011,Mangal Electrical Industries Limited | Mangal Electrical Industries Ltd
differing_names_same_isin,INE650G01029,Menon Pistons Limited | Menon Pistons Ltd
differing_names_same_isin,INE071D01033,Menon Bearings Limited | Menon Bearings Ltd
differing_names_same_isin,INE776I01010,MEP Infrastructure Developers Limited | MEP Infrastructure Developers Ltd
differing_names_same_isin,INE689O01013,Mercantile Ventures Limited | Mercantile Ventures Ltd
differing_names_same_isin,INE763M01028,Mercury Ev-Tech Limited | Mercury Ev-Tech Ltd
differing_names_same_isin,INE317I01021,Metro Brands Limited | Metro Brands Ltd
differing_names_same_isin,INE085D01033,Metroglobal Limited | Metroglobal Ltd
differing_names_same_isin,INE112L01020,Metropolis Healthcare Limited | Metropolis Healthcare Ltd
differing_names_same_isin,INE0US801024,Mahalaxmi Fabric Mills Limited | Mahalaxmi Fabric Mills Ltd
differing_names_same_isin,INE180A01020,Max Financial Services Limited | Max Financial Services Ltd
differing_names_same_isin,INE0APB01032,Mangalam Global Enterprise Limited | Mangalam Global Enterprise Ltd
differing_names_same_isin,INE002S01010,Mahanagar Gas Limited | Mahanagar Gas Ltd
differing_names_same_isin,INE112D01035,Mahalaxmi Rubtech Limited | Mahalaxmi Rubtech Ltd
differing_names_same_isin,INE998I01010,Mahindra Holidays & Resorts India Limited | Mahindra Holidays & Resorts India Ltd
differing_names_same_isin,INE287C01037,MIC Electronics Limited | MIC Electronics Ltd
differing_names_same_isin,INE099Z01011,Mishra Dhatu Nigam Limited | Mishra Dhatu Nigam Ltd
differing_names_same_isin,INE0XAD01024,Midwest Limited | Midwest Ltd
differing_names_same_isin,INE898Q01015,Meghna Infracon Infrastructure Limited | Meghna Infracon Infrastructure Ltd
differing_names_same_isin,INE00IT01020,Milky Mist Dairy Food Limited | Milky Mist Dairy Food Ltd
differing_names_same_isin,INE097E01028,Minal Industries Limited | Minal Industries Ltd
differing_names_same_isin,INE842C01021,Minda Corporation Limited | Minda Corporation Ltd
differing_names_same_isin,INE110B01017,Mindteck (India) Limited | Mindteck (India) Ltd
differing_names_same_isin,INE771A01026,Mirza International Limited | Mirza International Ltd
differing_names_same_isin,INE227F01010,M.K. Exim (India) Limited | M.K. Exim (India) Ltd
differing_names_same_isin,INE964W01021,M K Proteins Limited | M. K. Proteins Ltd
differing_names_same_isin,INE588G01021,Milkfood Limited | Milkfood Ltd
differing_names_same_isin,INE227C01017,MM Forgings Limited | MM Forgings Ltd
differing_names_same_isin,INE123F01029,MMTC Limited | MMTC Ltd
differing_names_same_isin,INE200D01020,Media Matrix Worldwide Limited | Media Matrix Worldwide Ltd
differing_names_same_isin,INE0HLU01028,One Mobikwik Systems Limited | One Mobikwik Systems Ltd
differing_names_same_isin,INE537F01012,Modi Naturals Limited | Modi Naturals Ltd
differing_names_same_isin,INE832A01018,Modi Rubber Limited | Modi Rubber Ltd
differing_names_same_isin,INE0L0L01012,Modis Navnirman Limited | Modis Navnirman Ltd
differing_names_same_isin,INE737D01021,MODISON LIMITED | Modison Ltd
differing_names_same_isin,INE794W01014,Modern Thread India Ltd | Modern Threads (India) Limited
differing_names_same_isin,INE154B01023,Mohite Industries Limited | Mohite Industries Ltd
differing_names_same_isin,INE954E01012,Mohit Industries Limited | Mohit Industries Ltd
differing_names_same_isin,INE490G01020,MOIL Limited | Moil Ltd
differing_names_same_isin,INE0CT101020,Meghmani Organics Limited | Meghmani Organics Ltd
differing_names_same_isin,INE869T01028,Molbio Diagnostics Limited | Molbio Diagnostics Ltd
differing_names_same_isin,INE835B01035,Mold-Tek Technologies Limited | Mold-Tek Technologies Ltd
differing_names_same_isin,INE893J01029,Mold-Tek Packaging Limited | Mold-Tek Packaging Ltd
differing_names_same_isin,INE1FCO01014,Rays of Belief Limited | Rays of Belief Ltd
differing_names_same_isin,INE903D01011,Monarch Networth Capital Limited | Monarch Networth Capital Ltd
differing_names_same_isin,INE296Q01012,Moneyboxx Finance Limited | Moneyboxx Finance Ltd
differing_names_same_isin,INE950M01013,Monte Carlo Fashions Limited | Monte Carlo Fashions Ltd
differing_names_same_isin,INE083A01026,Morepen Laboratories Limited | Morepen Laboratories Ltd
differing_names_same_isin,INE935B01025,Moschip Technologies Limited | Moschip Technologies Ltd
differing_names_same_isin,INE775A01035,Samvardhana Motherson International Limited | Samvardhana Motherson International Ltd
differing_names_same_isin,INE338I01027,Motilal Oswal Financial Services Limited | Motilal Oswal Financial Services Ltd
differing_names_same_isin,INE0FRK01020,Motisons Jewellers Limited | Motisons Jewellers Ltd
differing_names_same_isin,INE861B01023,Motor & General Finance Ltd | The Motor & General Finance Limited
differing_names_same_isin,INE493H01014,MPDL Limited | MPDL Ltd
differing_names_same_isin,INE356A01018,MphasiS Limited | Mphasis Ltd
differing_names_same_isin,INE943D01017,MPS Limited | MPS Ltd
differing_names_same_isin,INE883A01011,MRF Limited | MRF Ltd
differing_names_same_isin,INE103A01014,Mangalore Refinery and Petrochemicals Limited | Mangalore Refinery and Petrochemicals Ltd
differing_names_same_isin,INE829S01016,Mangalam Seeds Limited | Mangalam Seeds Ltd
differing_names_same_isin,INE752G01015,MSP Steel & Power Limited | MSP Steel & Power Ltd
differing_names_same_isin,INE255X01014,MSTC Ltd | Mstc Limited
differing_names_same_isin,INE0FS801015,Motherson Sumi Wiring India Limited | Motherson Sumi Wiring India Ltd
differing_names_same_isin,INE864I01014,MTAR Technologies Ltd | Mtar Technologies Limited
differing_names_same_isin,INE472M01018,MT Educare Limited | MT Educare Ltd
differing_names_same_isin,INE153A01019,Mahanagar Telephone Nigam Limited | Mahanagar Telephone Nigam Ltd
differing_names_same_isin,INE08KJ01020,Mufin Green Finance Limited | Mufin Green Finance Ltd
differing_names_same_isin,INE220Q01020,Credo Brands Marketing Limited | Credo Brands Marketing Ltd
differing_names_same_isin,INE304A01026,Mukand Limited | Mukand Ltd
differing_names_same_isin,INE596B01017,Mukesh Babu Financial Services Limited | Mukesh Babu Financial Services Ltd
differing_names_same_isin,INE0CG401037,Mukka Proteins Limited | Mukka Proteins Ltd
differing_names_same_isin,INE374B01019,Mukta Arts Limited | Mukta Arts Ltd
differing_names_same_isin,INE672B01032,Munjal Auto Industries Limited | Munjal Auto Industries Ltd
differing_names_same_isin,INE577A01027,Munjal Showa Limited | Munjal Showa Ltd
differing_names_same_isin,INE692B01014,Murudeshwar Ceramics Limited | Murudeshwar Ceramics Ltd
differing_names_same_isin,INE296G01013,Muthoot Capital Services Limited | Muthoot Capital Services Ltd
differing_names_same_isin,INE414G01012,Muthoot Finance Limited | Muthoot Finance Ltd
differing_names_same_isin,INE046W01019,Muthoot Microfin Limited | Muthoot Microfin Ltd
differing_names_same_isin,INE0OWZ01020,MV Electrosystems Limited | MV Electrosystems Ltd
differing_names_same_isin,INE0KNT01012,Manoj Vaibhav Gems N Jewellers Limited | Manoj Vaibhav Gems N Jewellers Ltd
differing_names_same_isin,INE0JYY01029,Mangalam Worldwide Limited | Mangalam Worldwide Ltd
differing_names_same_isin,INE741A01011,Mysore Petro Chemicals Limited | Mysore Petro Chemicals Ltd
differing_names_same_isin,INE295D01020,NACL Industries Limited | NACL Industries Ltd
differing_names_same_isin,INE245I01016,Nagreeka Capital & Infrastructure Limited | Nagreeka Capital & Infrastructure Ltd
differing_names_same_isin,INE123B01028,Nagreeka Exports Limited | Nagreeka Exports Ltd
differing_names_same_isin,INE049I01012,Nahar Capital and Financial Services Limited | Nahar Capital and Financial Services Ltd
differing_names_same_isin,INE289A01011,Nahar Industrial Enterprises Limited | Nahar Industrial Enterprises Ltd
differing_names_same_isin,INE308A01027,Nahar Poly Films Limited | Nahar Polyfilms Ltd
differing_names_same_isin,INE290A01027,Nahar Spinning Mills Limited | Nahar Spinning Mills Ltd
differing_names_same_isin,INE298J01013,Nippon Life India Asset Management Limited | Nippon Life India Asset Management Ltd
differing_names_same_isin,INE117Z01029,Narmada Agrobase Limited | Narmada Agrobase Ltd
differing_names_same_isin,INE936B01015,Natural Capsules Limited | Natural Capsules Ltd
differing_names_same_isin,INE987B01026,Natco Pharma Limited | Natco Pharma Ltd
differing_names_same_isin,INE448G01010,Nath Bio-Genes (India) Limited | Nath Bio-Genes (India) Ltd
differing_names_same_isin,INE139A01034,National Aluminium Company Limited | National Aluminium Company Ltd
differing_names_same_isin,INE166R01015,National Standard (India) Limited | National Standard (India) Ltd
differing_names_same_isin,INE663F01032,Info Edge (India) Limited | Info Edge (India) Ltd
differing_names_same_isin,INE725A01030,NAVA LIMITED | Nava Ltd
differing_names_same_isin,INE048G01026,Navin Fluorine International Limited | Navin Fluorine International Ltd
differing_names_same_isin,INE278M01019,Navkar Corporation Limited | Navkar Corporation Ltd
differing_names_same_isin,INE268H01044,Navkar Urbanstructure Limited | Navkar Urbanstructure Ltd
differing_names_same_isin,INE060A01024,Navneet Education Limited | Navneet Education Ltd
differing_names_same_isin,INE418L01047,Nazara Technologies Limited | Nazara Technologies Ltd
differing_names_same_isin,INE095N01031,NBCC (India) Limited | NBCC (India) Ltd
differing_names_same_isin,INE868B01028,NCC Limited | NCC Ltd
differing_names_same_isin,INE732C01016,NCL Industries Limited | NCL Industries Ltd
differing_names_same_isin,INE875G01048,Nandan Denim Limited | Nandan Denim Ltd
differing_names_same_isin,INE353A01023,NDL Ventures Limited | NDL Ventures Ltd
differing_names_same_isin,INE07OG01012,NDR Auto Components Ltd | Ndr Auto Components Limited
differing_names_same_isin,INE155G01029,New Delhi Television Limited | New Delhi Television Ltd
differing_names_same_isin,INE605D01012,Neelamalai Agro Industries Limited | Neelamalai Agro Industries Ltd
differing_names_same_isin,INE553C01016,North Eastern Carrying Corporation Limited | North Eastern Carrying Corporation Ltd
differing_names_same_isin,INE023H01027,Nectar Lifesciences Limited | Nectar Lifesciences Ltd
differing_names_same_isin,INE189I01024,Nelcast Limited | Nelcast Ltd
differing_names_same_isin,INE045B01015,NELCO Limited | Nelco Ltd
differing_names_same_isin,INE136S01016,Neogen Chemicals Limited | Neogen Chemicals Ltd
differing_names_same_isin,INE428V01029,Nephrocare Health Services Limited | Nephrocare Health Services Ltd
differing_names_same_isin,INE317F01035,NESCO Ltd | Nesco Limited
differing_names_same_isin,INE239A01024,Nestle India Limited | Nestle India Ltd
differing_names_same_isin,INE0NT901020,Netweb Technologies India Limited | Netweb Technologies India Ltd
differing_names_same_isin,INE870H01013,Network 18 Media & Investments Ltd | Network18 Media & Investments Limited
differing_names_same_isin,INE333I01044,Neueon Corporation Limited | Neueon Corporation Ltd
differing_names_same_isin,INE794A01010,Neuland Laboratories Limited | Neuland Laboratories Ltd
differing_names_same_isin,INE619B01017,Newgen Software Technologies Limited | Newgen Software Technologies Ltd
differing_names_same_isin,INE747B01016,Next Mediaworks Limited | Next Mediaworks Ltd
differing_names_same_isin,INE870D01012,National Fertilizers Limited | National Fertilizers Ltd
differing_names_same_isin,INE236Y01012,Nakoda Group of Industries Limited | Nakoda Group of Industries Ltd
differing_names_same_isin,INE887E01022,NGL Fine Chem Ltd | NGL Fine-Chem Limited
differing_names_same_isin,INE410P01011,Narayana Hrudayalaya Ltd | Narayana Hrudayalaya Ltd.
differing_names_same_isin,INE848E01016,NHPC Limited | NHPC Ltd
differing_names_same_isin,INE470Y01017,The New India Assurance Company Limited | The New India Assurance Company Ltd
differing_names_same_isin,INE149O01018,NIBE Limited | NIBE Ltd
differing_names_same_isin,INE047O01014,NRB Industrial Bearings Limited | NRB Industrial Bearings Ltd
differing_names_same_isin,INE653C01022,Nicco Parks & Resorts Limited | Nicco Parks & Resorts Ltd
differing_names_same_isin,INE161A01038,NIIT Limited | NIIT Ltd
differing_names_same_isin,INE342G01023,NIIT Learning Systems Limited | NIIT Learning Systems Ltd
differing_names_same_isin,INE937C01029,Nila Infrastructures Limited | Nila Infrastructures Ltd
differing_names_same_isin,INE00S901012,Nila Spaces Limited | Nila Spaces Ltd
differing_names_same_isin,INE445D01013,Nile Limited | Nile Ltd
differing_names_same_isin,INE310A01015,Nilkamal Limited | Nilkamal Ltd
differing_names_same_isin,INE875B01015,Nimbus Projects Limited | Nimbus Projects Ltd
differing_names_same_isin,INE395U01014,NINtec Systems Limited | NINtec Systems Ltd
differing_names_same_isin,INE567A01028,Indo National Ltd | Indo-National Limited
differing_names_same_isin,INE368I01016,Niraj Cement Structurals Limited | Niraj Cement Structurals Ltd
differing_names_same_isin,INE910A01012,Nirlon Limited | Nirlon Ltd
differing_names_same_isin,INE858F01012,Nitco Limited | Nitco Ltd
differing_names_same_isin,INE229H01012,Nitin Spinners Limited | Nitin Spinners Ltd
differing_names_same_isin,INE265B01019,Nitta Gelatin India Limited | Nitta Gelatin India Ltd
differing_names_same_isin,INE995S01015,Niva Bupa Health Insurance Company Limited | Niva Bupa Health Insurance Company Ltd
differing_names_same_isin,INE542C01019,NK Industries Limited | NK Industries Ltd
differing_names_same_isin,INE589A01014,NLC India Limited | NLC India Ltd
differing_names_same_isin,INE584A01023,NMDC Limited | NMDC Ltd
differing_names_same_isin,INE163A01018,NOCIL Limited | NOCIL Ltd
differing_names_same_isin,INE781B01015,Noida Toll Bridge Company Limited | Noida Toll Bridge Company Ltd
differing_names_same_isin,INE369C01017,Norben Tea & Exports Limited | Norben Tea & Exports Ltd
differing_names_same_isin,INE850M01015,Northern Arc Capital Limited | Northern Arc Capital Ltd
differing_names_same_isin,INE02H701025,Nova Agritech Limited | Nova Agritech Ltd
differing_names_same_isin,INE234A01025,Novartis India Limited | Novartis India Ltd
differing_names_same_isin,INE0FFK01017,Network People Services Technologies Limited | Network People Services Technologies Ltd
differing_names_same_isin,INE740D01017,N R Agarwal Industries Limited | NR Agarwal Industries Ltd
differing_names_same_isin,INE349A01021,NRB Bearing Limited | NRB Bearings Ltd
differing_names_same_isin,INE023A01030,Nalwa Sons Investments Limited | Nalwa Sons Investments Ltd
differing_names_same_isin,INE0NNS01018,NMDC Steel Limited | NMDC Steel Ltd
differing_names_same_isin,INE920C01017,NTC Industries Limited | NTC Industries Ltd
differing_names_same_isin,INE733E01010,NTPC Limited | NTPC Ltd
differing_names_same_isin,INE0ONG01011,NTPC Green Energy Limited | NTPC Green Energy Ltd
differing_names_same_isin,INE096B01018,Nucleus Software Exports Limited | Nucleus Software Exports Ltd
differing_names_same_isin,INE0DSF01015,Nureca Limited | Nureca Ltd
differing_names_same_isin,INE531F01023,Nuvama Wealth Management Limited | Nuvama Wealth Management Ltd
differing_names_same_isin,INE118D01016,Nuvoco Vistas Corporation Limited | Nuvoco Vistas Corporation Ltd
differing_names_same_isin,INE388Y01029,FSN E-Commerce Ventures Limited | FSN E-Commerce Ventures Ltd
differing_names_same_isin,INE959C01023,Oriental Aromatics Limited | Oriental Aromatics Ltd
differing_names_same_isin,INE426Z01016,OBCL Limited | OBCL Ltd
differing_names_same_isin,INE093I01010,Oberoi Realty Limited | Oberoi Realty Ltd
differing_names_same_isin,INE0PK601023,OCCL Limited | OCCL Ltd
differing_names_same_isin,INE054301028,Odigma Consultancy Solutions Limited | Odigma Consultancy Solutions Ltd
differing_names_same_isin,INE839E01023,Odyssey Corporation Limited | Odyssey Corporation Ltd
differing_names_same_isin,INE881D01027,Oracle Financial Services Software Limited | Oracle Financial Services Software Ltd
differing_names_same_isin,INE274J01014,Oil India Limited | Oil India Ltd
differing_names_same_isin,INE591A01010,Oil Country Tubular Limited | Oil Country Tubular Ltd
differing_names_same_isin,INE0LXG01040,Ola Electric Mobility Limited | Ola Electric Mobility Ltd
differing_names_same_isin,INE260D01016,Olectra Greentech Limited | Olectra Greentech Ltd
differing_names_same_isin,INE090B01011,Omax Autos Limited | Omax Autos Ltd
differing_names_same_isin,INE800H01010,Omaxe Limited | Omaxe Ltd
differing_names_same_isin,INE1BZC01019,Om Freight Forwarders Limited | Om Freight Forwarders Ltd
differing_names_same_isin,INE239D01028,OM INFRA LIMITED | OM Infra Ltd
differing_names_same_isin,INE0UH301010,Omnitech Engineering Limited | Omnitech Engineering Ltd
differing_names_same_isin,INE25E901019,Om Power Transmission Limited | Om Power Transmission Ltd
differing_names_same_isin,INE670O01013,One Global Service Provider Limited | One Global Service Provider Ltd
differing_names_same_isin,INE912L01015,Onelife Capital Advisors Limited | Onelife Capital Advisors Ltd
differing_names_same_isin,INE840Y01029,One Point One Solutions Limited | One Point One Solutions Ltd
differing_names_same_isin,INE013P01021,Onesource Specialty Pharma Limited | Onesource Specialty Pharma Ltd
differing_names_same_isin,INE213A01029,Oil & Natural Gas Corporation Limited | Oil and Natural Gas Corporation Ltd
differing_names_same_isin,INE831A01028,Onida Electronics Limited | Onida Electronics Ltd
differing_names_same_isin,INE173M01012,Onix Solar Energy Limited | Onix Solar Energy Ltd
differing_names_same_isin,INE809I01019,OnMobile Global Limited | OnMobile Global Ltd
differing_names_same_isin,INE229A01017,Onward Technologies Limited | Onward Technologies Ltd
differing_names_same_isin,INE350C01017,Optiemus Infracom Limited | Optiemus Infracom Ltd
differing_names_same_isin,INE031G01022,Optimus Finance Limited | Optimus Finance Ltd
differing_names_same_isin,INE231G01010,Orbit Exports Limited | Orbit Exports Ltd
differing_names_same_isin,INE215B01022,Orchasp Limited | Orchasp Ltd
differing_names_same_isin,INE191A01027,Orchid Pharma Limited | Orchid Pharma Ltd
differing_names_same_isin,INE730A01022,Oricon Enterprises Limited | Oricon Enterprises Ltd
differing_names_same_isin,INE998H01012,Oriental Trimex Limited | Oriental Trimex Ltd
differing_names_same_isin,INE607D01018,Orient Bell Limited | Orient Bell Ltd
differing_names_same_isin,INE876N01018,Orient Cement Limited | Orient Cement Ltd
differing_names_same_isin,INE569C01020,ORIENT CERATECH LIMITED | Orient Ceratech Ltd
differing_names_same_isin,INE142Z01019,Orient Electric Limited | Orient Electric Ltd
differing_names_same_isin,INE750A01020,Oriental Hotels Limited | Oriental Hotels Ltd
